, Are there abandoned cars in the neighborhood? How many do you see? ,Are any commercial/residential buildings being renovated?,Are private security guards visible?,Census Tract,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.","Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #1,Image #1 coordinates,Image #2,Image #2 coordinates,Image #3,Image #3 coordinates,Image #4,Image #4 coordinates,Image #5,Image #5 coordinates,Is there a police officer visible? ,"Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)",Is there public transportation available in the block face? ,"On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ","On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ","On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?",Other thoughts or comments for Image #1,Other thoughts or comments for Image #2,Other thoughts or comments for Image #3,Other thoughts or comments for Image #4,Other thoughts or comments for Image #5,Timestamp,Unnamed: 0,Unnamed: 0.1,What kinds of establishments are there on the block face? Select all that apply.
49,1.0,No,No,4014.0,825 Brockhurst St. Emeryville CA 94608 ,Hoover Elementary School Emeryville CA 94608,"825 Brockhurst St. Emeryville,CA 94608"," 825 Brockhurst St. Emeryville,CA 94608"," 825 Brockhurst St. Emeryville,CA 94608",https://drive.google.com/open?id=1gJv2d6HVOUlBcwkUGlmrob92lr-qKeOv,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1FafHhL9Tje2iTx4LhdOxtZUGrCFi8j6_,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1hMQC-iqBKCYIQvf7TG92gV5QXstuynrc,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1ZYHuw0GjQahyvrF9qkB_xjzRhAxRkNXj,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1-LE6q-36aJ6LX5pnU3gOUJTVOm5z6nJ6,"(37.8207387, -122.2733758)",No,Yes,No,4.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,This house is one of the diverse homes in block and is one of the decent looking homes in contrast to the rest. However there were a few other homes that were slightly in better condition but did not represent the neighborhood well.,This is part of the fence to the school and playground. The fence is spiked at the top and is well over ten feet high with an old sock hanging between the bars. Most of the homes have fences over six feet in height. ,Graffiti on a parked commercial truck. This truck possibly is parked without a proper permit. ,"
825 Brockhurst St. Emeryville,CA 94608
","
825 Brockhurst St. Emeryville,CA 94608
",10/23/2018 21:18:34,,49.0,"Liquor stores or Marijuana Dispensaries, Playgrounds"
50,0.0,Yes,No,4202.0,"865 San Pablo Ave, Albany, CA, 94706","1115 Solano Ave, Albany, CA, 94706"," 801 San Pablo Ave, Albany, CA 94706"," 801 San Pablo Ave, Albany, CA 94706",,https://drive.google.com/open?id=15ZY8xsikZW_10CpGQLiw-fhdkbPa-fcX,"[37.8909659626678, -122.299382682687]",https://drive.google.com/open?id=1eKAVajml5Iygf-0zhrt9-xTtWyhaEguo,"[37.890459, -122.2982037]",https://drive.google.com/open?id=1_RMir8Ncph6XgSd0UC99tD1OwcU_dc3F,"[37.8921267857143, -122.299759928571]",https://drive.google.com/open?id=1Id40xpYrZwnzAQ6dBXXfaq3PX5HkF8XK,"[37.8921267857143, -122.299759928571]",,,No,No,Yes,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,"The first store you can see in this image is a liquor store on the San Pablo Ave. Overall, San Pablo Ave is fairly clear than any other streets on my block. I was able to find various kinds of people on this Avenue. For example, children with parents, teenagers who're riding skateboard, and college students.","As you can see through the image, there is a theater, cafe and Japanese restaurant. I would like to say this street is mostly dense and I saw many people are hanging out on this street. Also, it is on the Solano Ave which tended to be the main street in Albany city.","This is a picture of a parking space on the back side of the Mechanics Bank. The Mechanics Bank is located in the intersection between San Pablo & Washington Ave. The parking lot is located in the intersection between Washington & Kains Ave where I took this picture. However, I was able to find people who were loud enough to hear music in their cars and people who smoke on the Washington and Kains Ave.",This is a picture that shows people who smoke in the Mechanics Bank parking lot.,,10/23/2018 21:32:03,,50.0,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, Liquor stores or Marijuana Dispensaries, Professional offices (doctor dentist lawyer accountant real estate)"
51,0.0,No,No,4235.0," 2555 Shattuck Ave, Berkeley, CA 94704, USA","2116 Blake St, Berkeley, CA 94704, USA"," 2124 Blake St, Berkeley, CA 94704, USA",,,https://drive.google.com/open?id=1z83o-9GDg9VNfmVi95D1wzWHXvrNQc-I,"[37.8729527, -122.2684812]",https://drive.google.com/open?id=1cxo85HmMTTzD32v5VF605Yafenh8GJLD,"[37.8632322821905, -122.266746135665]",https://drive.google.com/open?id=1ysXrYYaZTkr71Af3cvifDC6FMWMreZ86,"[37.8631415148151, -122.26606307955]",,,,,No,Yes,No,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,"The Toyota dealership did have some sort of censored lighting. This is also the only other establishment located on the block. Also, like the audio business, there isn’t any clear separation between the business and the sidewalk. The back of this dealership is the parking lot for the electronic business. ","One of the two electronic businesses on the block I analyzed, there are no types of physical barriers between the business and the street. Also, the lights were not censored, and were on the entire time. To the left of the business is a large apartment, of roughly 6-8 units. ","We can see plenty of trees that have yet to be trimmed. There is also an apartment complex on the left side. The street is almost completely clean if we discount the leaves and brush. Also, a relatively well-maintained classic VW Beetle.",,,10/23/2018 21:45:10,,51.0,Auto repair/auto body shop
52,0.0,No,No,4201.0,San Carlos Ave Albany Ca 94706	,San Carlos Ave Albany Ca 94706,San Carlos Ave Albany Ca 94706,,,https://drive.google.com/open?id=1CW1T6Pi0wnDoQmXEJuh_M_LL6ZaoF747,"[37.8948026, -122.2891356]",https://drive.google.com/open?id=1VKiXkFGZU3JrIesXMnAaJIj23fk_4pO_,"[37.8948026, -122.2891356]",https://drive.google.com/open?id=1poXZCv13SfIoob54JWSCwT4tLkYJjIYT,"[37.8948026, -122.2891356]",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,I thought it was pretty nice that there was a free mini library in front of a house for anyone to leave a book or take a book. ,There was a house that had a political sign out in front showing that there are folks who are politically aware of the local politics. ,This house had Halloween decorations on its window which could indicate that it is a family neighborhood ,,,10/23/2018 23:23:27,,52.0,"Parks, Playgrounds"
53,0.0,No,No,4007.0,"5751 Market St, Oakland CA 94608","5909 Market St, Oakland CA 94608","5751 Adeline St, Oakland CA 94608","898 59th St, Oakland CA 94608",,https://drive.google.com/open?id=13pJ6X7Ge3HYJAfIIS5WfORcr5rJY3I9n,"[37.842433, -122.274835]",https://drive.google.com/open?id=1jm2gMr5zCNqu0bi4_znMpzuEYyQbQOqv,"[37.8439355306122, -122.275209387755]",https://drive.google.com/open?id=1G-aXDevwRq1z6mWIIM0gG-WP3PdSTZd0,"[37.8427823673469, -122.274058653061]",https://drive.google.com/open?id=1ygFOgsy4d028PSn47kpQWozvUISbNIAm,"[37.84392, -122.27478]",,,No,Yes,Yes,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,10/23/2018 21:59:18,,53.0,"Auto repair/auto body shop, Bodega deli corner-store convenience store, Eating places/restaurants, Liquor stores or Marijuana Dispensaries"
54,0.0,No,No,4030.0,"727 Webster Street, Oakland, CA, 94607"," 727 Webster Street, Oakland, CA, 94607","727 Webster Street, Oakland, CA, 94607",,,https://drive.google.com/open?id=1BfjrQUlJabEL4csCgbDGK9tyrh-caOg1,"[37.7988427524708, -122.271775558989]",https://drive.google.com/open?id=1g66-vSQg2OE0JyOUO5KocfzVYmsvVZDW,"[37.7988427524708, -122.271775558989]",https://drive.google.com/open?id=1Soql52cS3Bqvs3wR8-Bs1zCtA2hmvymo,"[37.7988427524708, -122.271775558989]",,,,,Yes,Yes,No,1.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,Lots of trash gathered along curb of sidewalks.,Many stores left out their trash outside on the sidewalk.,"Reveals some thought, time, and effort has been put in to making the street look nicer.",,,10/23/2018 22:20:02,,54.0,"Banks or credit unions, Eating places/restaurants, Supermarkets/grocery stores"
55,0.0,Yes,No,4205.0,"918 Cornell Ave, Albany, CA, 94706",,,,,https://drive.google.com/open?id=1s-CZmwfgblzmZByIaphefGpU3XH2IsbP,"[37.8896830508836, -122.296137176797]",https://drive.google.com/open?id=1PZr91S0HKvtq9FLPtnmksiAbs0zg27zK,"(37.8867059, -122.2950048)",https://drive.google.com/open?id=1RLeTN32l5FmCf_tuI07XuCF7IZexCydv,"(37.8867059, -122.2950048)",https://drive.google.com/open?id=1f5Qy5Eiat-nrBtyvA3xhig0StAIisWIG,"(37.8867059, -122.2950048)",,,No,No,No,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,This images shows a double-floor house with a drive way. There is a orange cone in front of it because there is remodeling happening next to it.,This house shows the residential unit owning two cars. One car is parked on the drive way and the other one is parked on the street.,The two-way road with cars parked on both sides and the trees on the sides.,The freshly painted bike lane on the cross street Marin Ave.,,10/23/2018 22:19:16,,55.0,Schools or daycare centers
56,0.0,Yes,No,4005.0,"618 Alcatraz ave, Oakland CA, 94610","618 Alcatraz ave, Oakland CA, 94610"," 657 Alcatraz Ave, Oakland CA, 94610",,,https://drive.google.com/open?id=1yRnkHaLwrLdRlkcBwyqvWiYtilPhJMSA,"[37.849978, -122.26308]",https://drive.google.com/open?id=1gs6CJV6VyEOecs_w2CkQNbKHXnHxXEKw,"[37.849978, -122.26308]",https://drive.google.com/open?id=1xYA_RUifAt5u_Lmjmf3Uy6MxUhmd3X1e,"[37.84981615, -122.2643041125]",,,,,No,Yes,Yes,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,I love how they have the cat made out of wood. It looks like its guarding their house.,"I also love this dog, that is on the other side of the house. ",,,,10/23/2018 22:22:04,,56.0,"Eating places/restaurants, Fast food or take-out places, Supermarkets/grocery stores"
57,0.0,No,No,4206.0,"1091 Neilson St Albany, CA 94706","1048 Neilson St Albany, CA 94706","1501 Terrace St Albany, CA 94706",,,https://drive.google.com/open?id=1f7QR4PKjSkpHG-Grs8RyL8b0FIJOzYgW,"[37.8848221052632, -122.287728578947]",https://drive.google.com/open?id=1VFQmwftZ72gRcIhlBJEDB6dOo7aTMWTJ,"[37.886203625, -122.28741925]",https://drive.google.com/open?id=1l3EWXDFYMn6TNKcrYUr2qzucN1XydahT,"[37.885853, -122.287287]",,,,,No,No,No,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,There was construction on a street ahead and you saw the majority of the street lined with signs indicating road work. ,There were very few houses decorated for Halloween so I found it interesting how simple yet cute they decided to decorate. ,"I thought it was an interesting mix of social activism and Halloween decorations with the skeleton hidden in the bushes. Overall, I was impressed with their tact and glad they stood for the rights of everyone. This was taken at the intersection of Neilson St and Terrace St but was facing Neilson St, despite what the address says. ",,,10/23/2018 22:48:00,,57.0,"Parks, Playgrounds"
58,0.0,No,No,4214.0,"925 San Benito Rd, Berkeley, CA, 94707","916 San Benito Rd, Berkeley, CA, 94707","939 San Benito Rd, Berkeley, CA, 94707","972 Spruce St, Berkeley, CA, 94707",,https://drive.google.com/open?id=1aCZahQPN6gA06xqxK80O-d4wCCU_7zNX,"[37.8918478459687, -122.268077661365]",https://drive.google.com/open?id=1R3jkE56XuX0LUX22buHhzUQ2YCFPH4IK,"[37.8917927635795, -122.268668812722]",https://drive.google.com/open?id=1Wx9_d41X_11mI1PqJQ6_tPO0uYuqQG73,"[37.891362, -122.2676401]",https://drive.google.com/open?id=1LhoJtssvU3WBflYXGqGdSWXAHmudpZFE,"[37.8913520294817, -122.267346792393]",,,No,No,Yes,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,"Though this only one example. I saw over a dozen Prius hybrids on this one block, indicating this Could be a environmentally aware neighborhood.","Even though this seems to be a fairly affluent neighborhood, the roads still have some erosion and damage.",U,"This neighborhood is definitely liberal leaning, or at ast those are the only ones posting signs. ",,10/23/2018 23:29:08,,58.0,
59,0.0,No,No,4229.0,"Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ","Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 "," Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ","Shattuck Ave between Channing Way and Durant St. Berkeley CA, 94794 ",,https://drive.google.com/open?id=1hHcKSFiSlLV9pGHIk7YYofEGbBHyAaKY,"(37.8678899, -122.269247)",https://drive.google.com/open?id=1kKXoPecUojWtvGohoXUpfAtCxzjbzt_P,"(37.8678899, -122.269247)",https://drive.google.com/open?id=1HMbda4CbNhk77tma2sUC_VG0eYpWQEeP,"(37.8678899, -122.269247)",https://drive.google.com/open?id=1XdsN1xkSSCqulC2VBGbIht-qU1dOFfsB,"(37.8678899, -122.269247)",,,Yes,No,Yes,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,"Cars parked on the side of the street on the meter parking area. Since the street is wide, it allows for cars to be parked next to each other instead of behind each other. This allows for more cars. Parking area is full and people usually park there for a while. 
","Wide street allows for small recreational areas with some seats. There can be observed some leaves on the ground as well as some trash, mostly papers. This spot is located next to a street parking area. It is interesting that this little place was not allocated for parking. ","Tree adorned with Christmas lights like most of the trees on this street. I’d be interesting to know since what time of the year the lights were put on the tress. 
","This bike rack is another example of the amenities of this wide street. It is very convenient to have a bike rack on this street since there are many businesses here and a lot of people ride their bakes when going downtown. There were not any bikes there when I was there, but I am sure people secure their bikes there. ",,10/23/2018 22:37:16,,59.0,"Banks or credit unions, Bars and alcoholic beverage services, Eating places/restaurants, N/A"
60,0.0,No,No,4235.0,"no street number visible, Parker Street, Berkeley, CA, 94720","no street number visible, Parker Street, Berkeley, CA, 94720","No specific street name, Parker Street, Berkeley, CA, 94720",,,https://drive.google.com/open?id=1XWV9TbMExIjMEjLNfevlp2vKh86TJsVG,"(37.859365, -122.2680467)",https://drive.google.com/open?id=1ULIKd_4kLtZ7_KjdUzxC-qnx92arz6R-,"(37.859365, -122.2680467)",https://drive.google.com/open?id=1PmD4DP5kPII2C-YNs9U2jkukZledLr53,"(37.859365, -122.2680467)",,,,,No,Yes,No,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,"Tree tangled in power line
"," Area of block containing abandoned industrial building
","Portion of block consisting of residential buildings
",,,10/23/2018 22:49:13,,60.0,Auto repair/auto body shop
61,0.0,Yes,No,4014.0,"3000 Martin Luther King Jr. way, Oakland, CA, 94609","655 31st st., Oakland, CA, 94609","3047 Martin Luther king Jr. Way, Oakland, Ca, 94609"," 655 31st st., Oakland, CA, 94609","655 31st st., Oakland, CA, 94609",https://drive.google.com/open?id=1KKEaLGOKSJ3e3jG4ne7HMXx7lLUAlUhQ,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1sd52oGkoSlRAd3up-_QH9AtDwtU1Jrwh,"[37.8206401218958, -122.271581611102]",https://drive.google.com/open?id=1LItuauFOPsRSY9f3iin_y4RW5vnGsYdP,"(37.8207387, -122.2733758)",https://drive.google.com/open?id=1VqXP0lCgusrjrHgCPEUPt90sTmcxIbvo,"[37.8206401218958, -122.271581611102]",https://drive.google.com/open?id=11kWcnC9rtbHm8qYk87yz7AU9hE4FYTg5,"[37.8206401218958, -122.271581611102]",No,Yes,Yes,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,"Two Home across the street from each other: one looks newly remodeled or recently constructed, while the other seems older and a little rundown. ",Abandoned refrigerator on the sidewalk in front of a house.Do not know if it belongs to the residents of the house which it is in front of.,On the corner of the block was an abandoned building that had graffiti writing all around the perimeter. It seemed as if it had been closed down for a while. ,Found a stray cat eating from two boxes of pizza that were almost completely full. Pizzas were left on the sidewalk. ,Outside of what seemed to be a small apartment complex I found more than 6 full trash cans on the sidewalk. Some seem to have been unable to shut due to level of trash.,10/23/2018 22:55:25,,61.0,
62,0.0,No,No,4212.0,"31-7 San Mateo Rd. Berekeley, CA, 94709","31-7 San Mateo Rd. Berekeley, CA, 9470","31-7 San Mateo Rd. Berekeley, CA, 9470","31-7 San Mateo Rd. Berekeley, CA, 9470","31-7 San Mateo Rd. Berekeley, CA, 9470",https://drive.google.com/open?id=1VVe6j7axGUwCQ-9DrOHXFDUWUSgMfFLD,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=1hvgkXwjF7nCBqh3KJHfIUq74Kh3IK-3m,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=1rZdHJcO1iHSKJi3YY49HKhf-TLsFvZQd,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=1d9L1mT4TeWTCUF-dt8Ux4UUuLToeIi0O,"(37.8975481, -122.2752271)",https://drive.google.com/open?id=17eubdPtUEOIHNSKCgPT3hIoG3G1PvARH,"(37.8975481, -122.2752271)",No,Yes,No,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,political message,graffiti sign,political participation,graffitti ,free books. proof of safety,10/23/2018 23:39:25,,62.0,"Parks, Playgrounds"
63,1.0,Yes,No,4033.0,"12th and Madison Street, Oakland, CA 94610","125 14th Street, Oakland, CA 94610","171 12th Street, Oakland, CA 94610","12th and Oak Street, Oakland, CA 94610",,https://drive.google.com/open?id=1x5g6gz5evGxooff8FsWU4k3dUesXutIM,"[37.8016135, -122.2640218]",https://drive.google.com/open?id=17fWENsUmlrU5pFKCM8NfrIHWXVV6ndSd,"[37.8009666, -122.263703210737]",https://drive.google.com/open?id=1BtpVvRwMF5NUqEEghjvWjt-_DA29Q5cr,"[37.8002714527687, -122.265490617566]",https://drive.google.com/open?id=1yu-C0eBnxBE-E1VMd4vgMvkUnr1vMdb8,"[37.7970308, -122.2654173]",,,Yes,Yes,Yes,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,Car with recently smashed windows,Mural on public library,"American Indian Model Schools building, indication of diverse locality","Trash can, overflowing but not interfering with foot traffic. Likely emptied the previous morning, not on a Sunday morning yet. Maintenance workers on strike perhaps?",,10/23/2018 23:44:07,,63.0,"Banks or credit unions, Bars and alcoholic beverage services, Bodega deli corner-store convenience store, Community center, Eating places/restaurants, Public library, Post office, Schools or daycare centers, Warehouses"
64,0.0,Yes,No,4007.0,"5700 Martin Luther King Jr Way, Oakland, CA 94609","5714 Martin Luther King Jr Way, Oakland, CA 94609","5707 Dover St, Oakland, CA 94609",,,https://drive.google.com/open?id=1gMLbnqF8spsrUmHUQ9nTypm-pGpB1Hov,"(37.8417578, -122.2723135)",https://drive.google.com/open?id=1vhcwCdj-q2HudjJBKqOWrI_SelTFKxNG,"(37.8417578, -122.2723135)",https://drive.google.com/open?id=1OmzGennX_yrKVLCOr094loTC7tHNC4Ft,"[37.8427123394632, -122.267883482115]",,,,,No,No,Yes,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,"C.H.O.R.I ( Children’s Hospital Oakland Research institution ) it is a biomedical research institute affiliated with California’s pediatric medical center, whose mission is to research problems that threaten the health of children and educate those who work to solve these problems.","North Oakland Senior Center, it offers a variety of services, social and recreation programs to meet the needs of senior people, such as Travel Program; Special Events: Fundraising Flea Market, Holiday Party, Monthly Birthday Lunch; Dancing; Group Walking Program; Classes: Computer, Exercise, Art, Aerobics, Yoga, Tai Chi; Food Services and so on.",There is a lot of stuff here for toddlers and older infants. That includes the playground equipment but also things like a toy truck and high chairs. There is shade and a flower garden. The stuff is not in the best condition but none of it is dangerous.,,,10/23/2018 23:45:03,,64.0,"Parks, Playgrounds"
65,0.0,No,No,4031.0," 499 9th St, Oakland, CA 94607","465 9th St, Oakland, CA 94607","492 9th St, Oakland, CA 94607",,,https://drive.google.com/open?id=1JLtcYfkzsQVn5RqtqwCPrv1msF8Q8Fuz,"[37.801248, -122.274512]",https://drive.google.com/open?id=1-CMPDKiOctfAB_AZGI25-iSwCA_miqEc,"[37.8009271, -122.2739317]",https://drive.google.com/open?id=1sGXwRg8Nc3gntO_EWmy8GEDwjxBed4xk,"[37.8013752938667, -122.274367933985]",,,,,No,No,No,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,"This block is a part of the scenic route of Old Oakland. Beautifully old, upkept architecture lines the block. This block seems out of place compared to the environment around it and seems more geared toward tourists.","These are decorations put up for Dia de Los Muertos which occurs from October 31st to November 2nd. There are Stickers of flowers on the ground as part of the ideology for Dia de los Muertos. This part of Oakland is very close, a mere 4 blocks from China town, so while the other streets have mandarin signs this street does not and is celebrating a Hispanic tradition.","There is a lot of open space for outdoor seating, however, there are only a few tables out. All the stores are expensive and cater to Hipsters with unique shops with a mix of the surrounding area. There is an immigration law firm, a family program building with many clothing shops and bars around. The neighborhood feels almost otherworldly and idealistic in comparison to the surrounding area with its pristine glass, and cleanliness.",,,10/24/2018 0:03:06,,65.0,"Bars and alcoholic beverage services, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate), Supermarkets/grocery stores"
66,0.0,Yes,No,4010.0,Intersection of 45th and MLK Jr Way,Somewhere on 43rd Street,"723 44th Street, Oakland, CA 94609",Somewhere on 43rd Street,,https://drive.google.com/open?id=1gdkSHVPFXkFgVtUsEWcOWRKgueexK_qM,"(37.831217, -122.2719625)",https://drive.google.com/open?id=13dRQUegGYJI2QnbvGEWqhKi0EKoaeVQJ,"(37.831217, -122.2719625)",https://drive.google.com/open?id=10WC0UjDME9J66tWkzAVG3veYbhi4FGz5,"[37.8330555708682, -122.269243744937]",https://drive.google.com/open?id=1lfSiXmYGuh96tbinfvEpp55zh457rd9c,"(37.831217, -122.2719625)",,,No,Yes,Yes,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,"I really liked seeing this quote on the block.  It really made me feel that the people there really valued the street life there, although it didn’t feel as if there was that much.  This combined with the plentiful amount of neighborhood watch signs made the place feel like a safe place to live.  I was kind of sad when somebody graffied over the name of the person quoted.","The support for the telephone poll was covered in stickers.  Although it could very well have been just one person’s artistic expression, the possibility that it could’ve been a collective effort made me appreciate the subtle yet ever-present spirit of the neighborhood. ","A public notice from the city informing the neighborhood about the renovation of an old house.  The layout and design of the house is posted, along with general notes.","This was one of the may places in which graffiti on it.  I didn’t see any on the houses, but any abandoned places, along electrical boxes and telephone polls generally had graffiti.",,10/24/2018 0:06:50,,66.0,"Auto repair/auto body shop, Liquor stores or Marijuana Dispensaries"
67,0.0,No,No,4214.0,"2314 Marin Ave., Berkeley, CA 94708","2300 Marin Ave., Berkeley, CA 94708","2400 Marin Ave., Berkeley, CA 94708","2348 Marin Ave., Berkeley, CA 94708","2334 Marin Ave., Berkeley, CA 94708",https://drive.google.com/open?id=1MbJXL7-MG0EvEb-Ng40ez1f6S_t1ZT2Q,"[37.8932512, -122.2673427]",https://drive.google.com/open?id=1crXEZOA5UI_tmYB0hzAx-LEaHSzbX5jU,"[37.893145, -122.26755]",https://drive.google.com/open?id=1Z4Nr-AhmXxtrpal_4uHt9PDJ5O_iQlBk,"[37.894146, -122.26598]",https://drive.google.com/open?id=1H9erqF9ViAJovKIbFyWTQx0PJHKW2NEj,"[37.8935136, -122.2668951]",https://drive.google.com/open?id=1Y5QCbRe_uBkU_eQ0Or-U596PstAoJihP,"[37.8934392040816, -122.267089612245]",No,Yes,Yes,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,No front yards.,Poorly maintained pavement.,Small amount of visible trash/litter.,Kid-friendly. Visible crossing signs,Rich backyard activity.,10/24/2018 0:07:49,,67.0,"Playgrounds, Schools or daycare centers"
68,0.0,No,No,4006.0,"598 55th St, Oakland, CA 94609","606 55th St, Oakland, CA 94609 ","610 55th St, Oakland, CA 94609","5443 Shattuck Ave, Oakland, CA 94606"," 5501 Shattuck Ave, Oakland, CA 94609",https://drive.google.com/open?id=1qPP6Ttduoj3qvjEyN_GhI7qqNP8w3Ull,"[37.840529, -122.264318]",https://drive.google.com/open?id=1ZN8xD_ELw0Nd8BdjosT8StbVxChnyVMK,"[37.8405375603596, -122.264909197988]",https://drive.google.com/open?id=1T-Uddn1uHjbTlD42mbIeRC-XkLO48XdL,"[37.8405252672661, -122.265005329979]",https://drive.google.com/open?id=1hd9b8bVEXGHbZSoL6zc7M5sI2lhTEKN7,"[37.840142244539, -122.264647177791]",https://drive.google.com/open?id=1sgNQkjLY-FoU8RqdzhNfOwKML556kBnv,"[37.8405946530612, -122.264398867347]",No,Yes,Yes,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,"I did not get a chance to see the other side of this building, which I am assuming is the front side and maybe had better presentability. The side pictured is the side facing Shattuck Ave and it seemed like the graffiti may have been there for some time. ","Although I am not completly sure, it seemed that there might be some units in use perhaps, because of open windows and curtains. The building seemed really old and maybe unkempt.","Such as in this picture, it seemed to me that a lot of the corner intersection in my area were where the garbage seemed more concentrated","There wasn't much action during my time there, but I did notice that for being a car services shop, the area surrounding the fence and inside looked pretty clean ","Although it is not shown very clearly in the photo, the shop was closed during the time I was there and the front was locked off with a metal fence",10/24/2018 9:25:35,,68.0,"Auto repair/auto body shop, Eating places/restaurants"
69,0.0,Yes,No,4014.0,"886, 32nd Street, Oakland, CA, 94612","801, 32nd Street, Oakland, CA, 94612","826, 32nd Street, Oakland, CA, 94612","816, 32nd Street, Oakland, CA, 94612",,https://drive.google.com/open?id=1iDPHq6xqG5escYQ0QOZmsDgD5nLuAeqp,"[37.8224004203091, -122.275514973245]",https://drive.google.com/open?id=1FAKXbAIBCfm6bbpBfwVF6OtpVaQlphKI,"[37.821891, -122.273333]",https://drive.google.com/open?id=1ZkwMckfEFFxLGM_y40rdiUXNSxHZ5bue,"[37.822157835833, -122.273964790305]",https://drive.google.com/open?id=1HbKurZjl08bC8Riin4OM-VwvTFFWwm2k,"[37.8221174173169, -122.273706424571]",,,No,Yes,No,3.0,3.0,5.0,1.0,3.0,4.0,3.0,3.0,This is a picture of an empty lot found at the end of 32nd St. near Market St. It has an example of some of the graffiti found in the area. ,This is a picture of the one commercial building found on the street. There was construction being done on it the day I made my observations. ,This is a picture of a neighborhood watch sign posted on the street.,This is a picture that illustrates the juxtaposition of pleasant foliage and trash on the street.,,10/24/2018 0:22:47,,69.0,Supermarkets/grocery stores
