Timestamp,Census Tract,"On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how many empty beer or liquor bottles are visible in streets, yards, or alleys? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many cigarette or cigar butts or discarded cigarette packages  are on the sidewalk or in the gutters? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"",  how many condoms are present on the sidewalk, in the gutters, or street of block face? ","On a scale of 1 - 5, where 1 is ""None"" and 5 is ""A Lot"", how much garbage, litter, or broken glass in the street or on the sidewalks? ", Are there abandoned cars in the neighborhood? How many do you see? ,"On a scale of 1-5 where 1 is ""Friendly Responses / Greetings / Helpful"" and 5 is ""Treated with Suspicion"", How were you regarded by the people in the block face?","On a scale of 1 - 4, where 1 is ""Very well kept / good condition"" and 4 is ""Poor / badly deteriorated condition"", in general, how would you rate the condition of buildings on the block face? (includes residential buildings, recreational facilities, manufacturing plants, business / industrial headquarters, etc)","Is there graffiti or evidence of graffiti that has been painted over on buildings, signs, or walls? (Questions 22-23)","On a scale of 1 - 4, where 1 is ""No fencing"" and 4 is ""High mesh fencing with barbed wire or spiked tops"", is there fencing and what kind? (includes all property)",Are any commercial/residential buildings being renovated?,What kinds of establishments are there on the block face? Select all that apply.,"On a scale of 1-3, where 1 is ""Few or none"" and 3 is a ""Most/all of it"", how many trees are linking the street of the block face? ",Is there public transportation available in the block face? ,Are private security guards visible?,Is there a police officer visible? ,Image #1,"Full Address of Block Face in Image #1 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #1,Image #2,"Full Address of Block Face in Image #2 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #2,Image #3,"Full Address of Block Face in Image #3 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,"Full Address of Block Face in Image #4 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Image #5,"Full Address of Block Face in Image #5 (Street Number, Street Name, City, State, Zip Code). E.g.: 2128 Oxford Street, Berkeley, CA, 94704.",Other thoughts or comments for Image #5
10/29/2019 23:32:32,4201,1,1,1,1,0,3,1,No,1,No,N/A,3,No,No,No,https://drive.google.com/open?id=1tIc3g_D7M5rZL3k-U-n_BeIG6P_O7V2D,"600 Spokane Ave, El Cerrito, CA, 94706","This picture shows the tree line that has been setup and maintained throughout the entire block. I thought this was particularly interesting because each home individually had a yard that was gardened well, meaning that these trees were part of the general maintenance of roads and beautification by the municipal county. It was pleasant aesthetically to walk down the street with the tree line but also adds home and neighborhood value.",https://drive.google.com/open?id=1jz_hbJJR_69XDZqOqJW7jX2M4uwwsu-l,"600 Spokane Ave, El Cerrito, CA, 94706","This photo shows the proximity of the BART station with the railroad tracks in sight at the intersection of Spokane Avenue and Brighton Avenue. This can be a huge plus for residents who commute to work and want to be able to walk to public transportation. The neighborhood was also not noisy from the BART train, as it passed several times while I was there without me noticing.",https://drive.google.com/open?id=1-KlIHvqaNiWM0S3XZbdyt0r8AFcfkaXE,"600 Spokane Ave, El Cerrito, CA, 94706","This photo shows the directions to the bike path that residents can access, as well as identifying that biking is allowed on the street. This can give children the opportunity to bike through residential communities on their way to middle school as well. It also gives the impression of a more residential and relaxed environment, where children can bike down shady streets after school and feel safe from the limited traffic.",,,,,,
10/29/2019 23:48:41,4033,1,1,1,2,0,2,1,Yes,1,No,"Manufacturing, Professional offices (doctor dentist lawyer accountant real estate)",3,No,No,No,https://drive.google.com/open?id=1qyZQNaysB4rNAuXehrRq0wKI1GOuWyGl,"180 Second Street, Oakland, CA, 94607","This is a picture of Charles Blades, a business on the corner of Madison and Second Street. Above the business is apart of the apartment complex. This picture also gives a small glimpse of the possible public transportation by viewing the man on the scooter. ",https://drive.google.com/open?id=1azmrp-LqROPgYkQ0tWTgoUPzdkU4WkIy,"180 Second Street, Oakland, CA, 94607","This is an image of the dangling cord I located. This image also shows the wooden pole that has the graffiti on it; however, the red car is blocking the view of the graffiti on the pole. ",https://drive.google.com/open?id=1xaDo86-hpo7eS_UGR9cQsClvEC3Sa38N,"180 Second Street, Oakland, CA, 94607",This picture shows the intersection of Jackson and Second Street. This image also shows the other business entrance that is located withing the area I focused this study on.,,,,,,
10/30/2019 0:24:51,4214,1,1,1,1,0,2,1,No,2,No,N/A,2,No,No,No,https://drive.google.com/open?id=11fReW5GTM7ex_sqWkLz25BjnZkEa5jPv,"1108 Shattuck Ave, Berkeley, CA, 94707","This is the best street snapshot I got in my photo album. Streets are pretty clear except a few cars are street parking. And all these cars belong to the owners who live in the neighborhood (as I saw a dad park his Volkswagen -- not shown in picture, walking his wife and his daughter to their home). This is a pretty decent and quiet neighborhood.",https://drive.google.com/open?id=1JJFq56u_y1xyDaEyruuI3N0zwTZEmd4R,"1126 Shattuck Ave, Berkeley, CA, 94707","As I was walking in the neighborhood for half an hour, I took this picture of the house because it had the best angle I could show the house size and also it didn't have any big trees hindering the view. This size is considered as medium size. I have seen a few houses way bigger than this. From the angle of the street, I couldn't really fully grasp the size of the house, but here's an overview and an idea. And as I notice, for houses that don't have stairs to the front entrance, there are always 1-2 cars parked in the front entrance. It may be because the owner(s) of the house was/were out at the time, but that was my observation.",https://drive.google.com/open?id=1UBvk52slSue0vKOgkTCn6sQW8gnGl6eI,"1144 Shattuck Ave, Berkeley, CA, 94707","Once again, I want to show how well-maintained the neighborhood is by showing the smoothness of the concrete. Plants are generally planted like these in the front yard of the houses.",https://drive.google.com/open?id=1Uq0v2cRmzbOuRYJ_hB5EUD8okEp8k7dA,"Not only I want to once again focus on the house size, but pay attention to the model of the two cars, which are quite typical in this neighborhood. A lot of these cars are SUV, it does not only reflect I am in a family-oriented neighborhood, but also the median income of this neighborhood. I bet these cars came out within these 5 years, based on the cleanliness, the shape and the model. I am no car enthusiast, but when you are frequent driver, you'll notice.","1126 Shattuck Ave, Berkeley, CA, 94707",,,
10/30/2019 2:28:19,4006,1,2,1,3,0,2,2,No,2,Yes,"Auto repair/auto body shop, Bodega deli corner-store convenience store, Fast food or take-out places",2,Yes,No,No,https://drive.google.com/open?id=1wWR13PjWxxyQJI6MQauQNdolKMceUSNf,"614 55th St, Oakland, CA, 94609","A large amount of power lines run throughout the residential neighborhood. Presumably, these are not for the residents but rather the commercial businesses that line the neighborhood. ",https://drive.google.com/open?id=1AA-2oSsQRsLWBMvHGpIZHRAZGcUImYPG,"614 55th St, Oakland, CA, 94609","
Even though most of the homes seemed to be in good repair, the yards and sidewalks were consistently unkept. This coincided with the cracked and faded streets, littered with trash. 
",https://drive.google.com/open?id=13q_xKr0xQ2tqHHGj0ldCAdfIBubzxDOQ,"614 55th St, Oakland, CA, 94609","Pictured is a typical home in this neighborhood. Large enough for a family of 4, and (seemingly) meant for a single family. They generally lack a front yard and are placed close to each other. Even though most have driveways, almost all houses seem to have to park at least one car on the street. ",https://drive.google.com/open?id=16lIfCG6oYfKu1EMRdAXVHV3YbBcObCBO,"This is the corner of my (mostly residential) block. Pictured is one of a handful of corner stores, gas stations, and food shops that border the residential neighborhood. In the distance you can see the major freeway that runs along side the block. ","612 55th St, Oakland, CA, 94609",https://drive.google.com/open?id=1dRXXWeGXvi_8AyPpqNDimAmBwBiVB0gA,"606 55th St, Oakland, CA, 94609",This is a panoramic of the southeast corner which contains the commercial part of a mostly residential neighborhood. 
10/30/2019 12:16:34,4213,1,2,1,2,0,2,1,No,1,No,"Banks or credit unions, Eating places/restaurants",1,Yes,No,No,https://drive.google.com/open?id=1c0WcrwC8mACMQao2E-bXZOhemc8MmYqU,"895 Colusa Ave, Berkeley, CA, 94707","Fig.1. Lines on the street are nicely painted, suggesting that there is investment in maintenance. ",https://drive.google.com/open?id=1rYFhG8nZ-oe7KuHwftRVwTTQCKZAmX8G,"895 Colusa Ave, Berkeley, CA, 94707","Fig. 2. A pattern in this neighborhood was people walking their dogs. These people were mostly middle-aged Caucasian women. 
",https://drive.google.com/open?id=1F-yBHVcdZsrxU-IkzhmEqYrpzPum2yql,"884 Colusa Ave, Berkeley, CA, 94707",Fig. 3. A car parked on this block had the sticker shown above. This may offer an insight on the values people that frequent this neighborhood hold. ,https://drive.google.com/open?id=1QzlKdc36NP8HctmqUUEB6lDekU5ki9ub,"Fig. 4. There are accommodations for handicapped people, as shown.","887 Colusa Ave, Berkeley, CA, 94707",https://drive.google.com/open?id=1dAD5Q5ZDV6XP1a3dALz4dqgGeTehP19I,"885 Colusa Ave, Berkeley, CA, 94070","Fig. 5. There were books on the sidewalks that seem to be there for a while, but not for too long. "
10/30/2019 12:39:29,4212,1,1,1,1,0,1,1,No,2,No,N/A,2,Yes,No,No,https://drive.google.com/open?id=1dJ5m_RhgFHIXse95mLjMbiEHBCD2TABG,"927 Mendocino Ave, Berkeley, CA, 94707","Big, nicely kept house and front yard with grass and trees",https://drive.google.com/open?id=1YB9OdWklX6KVgT3a4flvdgjBjMf2lUiL,"833 Mendocino Ave, Berkeley, CA, 94707","Wide two-way street, very nice road",https://drive.google.com/open?id=1F9fquE87P54rMqzarUybTWh1qshYs3Lu,"900 Mendocino Ave, Berkeley, CA, 94707","Nice houses and cars, shows a nice walkway for pedestrians",,,,,,
10/30/2019 12:58:09,4239.01,1,4,1,3,0,2,3,Yes,3,Yes,"Auto repair/auto body shop, Bodega deli corner-store convenience store, Gas station, N/A",2,Yes,No,No,https://drive.google.com/open?id=1Sdx2Ye3MSFasAJ1cew80iboO62Dh5kx6,"3014 Shattuck Ave, Berkeley, CA, 94705",a detail of the gutter,https://drive.google.com/open?id=1lciMkwZnvAJKr3h5Yw2egpf-tA9XjHPR,"3012 Shattuck Ave, Berkeley, CA, 94705",One of the residential homes,https://drive.google.com/open?id=1s8osBIZXftvC619IzcMMlzzhrg3LkofW,"3012 Shattuck Ave, Berkeley, CA, 94705",A view from the sidewalk ,https://drive.google.com/open?id=1P1E_vyDy4Gjc2Z-bb7xtt2VBTdOTL10B,A view of the public transportation,"3001 Shattuck Ave, Berkeley, CA, 94705
",,,
10/30/2019 13:44:17,4005,1,2,1,1,0,2,3,Yes,2,No,Supermarkets/grocery stores,2,Yes,No,No,https://drive.google.com/open?id=1Y575PqP4ObhlP0sNSYmKLmWaWN-fun63,,inspiration for the kid,https://drive.google.com/open?id=1nG8MIYVrAxMpTjUX-ru1skgsHj1V6kdK,,all the business are closed down ,https://drive.google.com/open?id=1Uu2p1XT9b_uKtzf3B9if15hQxE5b4pxi,,vacant ,https://drive.google.com/open?id=1guac9-g3YIRHbMXgEUL2qeFaOGU-YFQq,business did not open during regular hour ,,https://drive.google.com/open?id=1WD5wRCm-NLCAGULim_5nawQFGrnEWiXv,,salon didn’t open during regular business hour 
10/30/2019 14:48:15,4239.01,2,2,1,1,0,3,2,No,1,No,"Eating places/restaurants, Gas station, Professional offices (doctor dentist lawyer accountant real estate)",2,Yes,No,No,https://drive.google.com/open?id=1uRL-X-z2s4MEXWeAEnZePROAJ5_KpLNp,"2999 Shattuck Ave, Berkeley, CA, 94705",Modern mom and pop coffee shop serving the neighborhood.,https://drive.google.com/open?id=17B_bDESKkekoJLLFpuWUDDWCFmkse43U,"2151 Ashby Ave, Berkeley, CA, 94705","Victorian style two story home in good condition.
",https://drive.google.com/open?id=1npXrdlPbtP-DbcqTeAI3kN7ksS1BXx3l,"2101 Ashby Avenue, Berkeley, CA, 94705",Retail workspace and residential apartments fairly updated,https://drive.google.com/open?id=1Z4fUMaTUpcOX0YuSrnFQtoRZ6fz1C6pM,"Convenient public transportation stop, light traffic in the morning","2152 Ashby Avenue, Berkeley, CA, 94705",,,
10/30/2019 15:07:08,4217,1,1,1,1,0,4,1,No,2,Yes,N/A,2,No,No,No,https://drive.google.com/open?id=1me8eSNEFHH4L1hqZbd6y-oOXAoynGH9L,"1437 Milvia St, Berkeley, CA, 94709","The image shows a picture of a sign on the step of the entrance of a residential home in that block. The sign says ""no solicitors"". There was also a warning sign next to it on the grass that says "" Warning. First Alarm Security"" Both these signs indicates that residents there are not welcoming of strangers and try to scare away anyone that might look suspicions in order to prevent them from cross from disrupting the peace of their house and block. Blocks like these are mostly peaceful and are not spaces where strangers or homeless are seen wondering around.",https://drive.google.com/open?id=1qaNr1vn4ujIyviIqpRke_odrRzoDzl__,"1401 Milvia St, Berkeley, CA, 94709","The image shows a sign announcing that street is part of the City of Berkeley's Biking Boulevard and announces the closest main street with commercial stores and the closest recreational park. While I was doing my observation, I saw several people biking through and that latter made sense as I saw the biking boulevard sign. I think this is important because it indicates that residents in this area have access to such projects that contribute or support recreational activity such as biking. Also, the sign indicates that the residential block of Milvia is close by to other recreational areas such as Tilden Park and only a block away from Shattuck Ave which is highly commercial and conveniently provides nearby residents all the amenities they need in their day to day such as groceries, bank, restaurants, clothing stores, etc. Given that the area is wealthier it explains why there are so many commercial buildings close by that target them as costumers. ",https://drive.google.com/open?id=1kcprJgVx2YEtSCbBnUM1YlwAq6nbknXl,"1414 Milvia St, Berkeley, CA, 94709","This house really surprised me because of how beautiful it was and the small factors that demonstrate its wealth. Overall most houses in the block were set back and had some type of front yard and his house was a great example of it. The image shows a single-occupancy house that is set back with a huge front  yard with a small picket fence. The house was also very well kept and seem be under construction or renovation on the far left of the picture (it is hard to see because of the trees). 
This house is a great example of the type of housing that exist in wealthy residential areas in North Berkeley. ",https://drive.google.com/open?id=1t-IWptojPCF6E2GiVSscx_PoTu3uojHz,This apartment complex was on the block Milvia which surprised me because it was next to a street of mostly single-occupancy houses. This apartment complex was Luxor APTS and it extends all the way to the other side of the street (1406 Henry Street). It has its own underground parking structure and is right in front of Safeway from the other side (Henry St side). This a good thing to note because it was an indicator of the transitioning line between a strictly residential area to a more commercial and industrial street such as Shattuck Ave which is just a block over. ,"1415 Milvia St, Berkeley, CA, 94709",https://drive.google.com/open?id=1HAP-O9RJlG_5R2Hz93rMyjE0vCqF0cCW,"1450 Milvia St, Berkeley, CA, 94709","This image shows a box with the word ""FREE"" written on it and it had secondhand clothes and shoes in it for people to take (possibly homeless of people in less fortunate conditions). To me this was another indicator of a wealthy or well-off neighborhood because these types of gestures, such as boxes with free stuff, are not common in poorer areas. The box was placed on the side of the house and it contained items that I considered to be in fair condition. Although I did not see homeless people or others take the items, given that they probably do not wonder as much in rich neighborhood like these, I'm sure at some point someone in greater need took the box. "
11/1/2019 15:57:25,4014,4,5,1,5,0,5,3,Yes,4,No,N/A,2,Yes,No,No,https://drive.google.com/open?id=1BZ5HKoerktihHlWl76wqD3Crk3PFwh1c,"3336 Martin Luther King Junior Way, Oakland, CA, 94609","This image is of the first house closest to the freeways on the block between 33rd and 34th street. From this picture, you can see freeways in the background; the street was bordered by freeways on two sides (behind this home and to the left of the home, which is not pictured). This house was one of the tidier homes and area, but upon closer examination you can see trash bordering the property and in the gutters.",https://drive.google.com/open?id=1AKHuortIQQVqLnTr1fhky_bEs6CSNg6B,"3327 Martin Luther King Junior Way, Oakland, CA, 94609","This picture gives an overview of the street, facing 33rd street. In the bottom right corner of the picture you can see graffiti on a trash can; graffiti was omnipresent on this street. From this picture, you can also see there are several trees lining the street, and every home is protected by a metal fence.",https://drive.google.com/open?id=1BFenMh_USdi9eRujYoGSx2ID6VGOjXr2,"3301 Martin Luther King Junior Way, Oakland, CA, 94609","This picture is of a house bordering 33rd street. This was the largest house on the block, and you can see it is divided into multiple units. Furthermore, one of the few streetlights on the block is pictured. On the house next door, there are No Parking signs, which suggests that there are too many cars and not enough parking spots (many of homes did not have driveways, so this may be why).",https://drive.google.com/open?id=11xvSJD8kaTq6PTy9UudFLDMmhjuC-txG,"This house is the last house next to 33rd street. Unlike most of the homes, this house had an expansive front lawn. However, the lawn mostly comprised of dead brush and dirt, and was surrounded by a metal fence.","3300 Martin Luther King Junior Way, Oakland, CA, 94609",,,
10/30/2019 15:41:48,4033,2,1,1,3,0,3,1,No,3,No,"Bars and alcoholic beverage services, Eating places/restaurants, Professional offices (doctor dentist lawyer accountant real estate)",1,Yes,No,No,https://drive.google.com/open?id=1Rp7K4qBksg1OKh9N0ahItXcYWuEpVN8H,"120 11th St, Oakland, CA, 94607",Glass shattered on the street which may be indicative of a car theft issue in this block.,https://drive.google.com/open?id=1WNdK3Rp5iKbxu2gJMoK7MPxh1X0C_UhE,"125 12th St, Oakland, CA, 94607",The construction site to further improve the infrastructure in this block.,https://drive.google.com/open?id=1cXsdL9vpyJCZrLs8QdFwpcd_jcjWYwNR,"1106 Madison St, Oakland, CA, 94607",There were no cigarettes on the ground nor suggested signs of smoking in the area. ,https://drive.google.com/open?id=15uuFMD8ng4NjrD7npVpmlmWXC_hoqljT,Gates for this Public Art Collection facility were very tall gates with unique and creative designs.,"120 11th St, Oakland, CA, 94607",https://drive.google.com/open?id=1GZu9IrB8RJh2SpOfaTnOLfwXVb3uKT7_,"135 12th St, Oakland, CA, 94607",This bar seemed to be a higher end bar with a welcoming design to it.
10/30/2019 15:42:31,4006,1,1,1,2,0,2,1,No,1,Yes,N/A,3,No,No,No,https://drive.google.com/open?id=1m6Tv0a8CvcIlKwkIygWtsE5uUACjtpyN,"532 Aileen Street, Oakland, CA, 94609",The most affluent-looking house in the area.,https://drive.google.com/open?id=1VujvUh7lGQq1mD2KCFdSHNUCZ4JNnkoq,"5636 Shattuck Avenue, Oakland, CA, 94609",View across Shattuck to the other side of the census tract. Houses on that side were visibly more run-down and unkempt.,https://drive.google.com/open?id=1kcsMKnGVEnOfWTGO3gTl9evqvYCfqTLZ,"532 Aileen Street, Oakland, CA, 94609","""Neighborhood watch in effect"" sign and a vintage car in the background. ",,,,,,
10/30/2019 15:57:13,4202,1,2,1,3,0,2,1,No,3,No,"Auto repair/auto body shop, Manufacturing, Supermarkets/grocery stores, Warehouses",2,No,No,No,https://drive.google.com/open?id=1UbrLO5YlYOp4ap1jOH08S10lusvcLKES,"1061 Eastshore Hwy, Albany, CA, 94710",This is the only signage for public events on the street. It is knocked down even though halloween is not yet over. People probably wouldn't notice this even if they were walking though the street.,https://drive.google.com/open?id=1Yd5v6mCEJAvzvZHbGFhK0YBHhflcinZF,"1077 Eastshore Hwy, Albany, CA, 94710","Image of the only housing on the street. It seems fairly new, without visible damage. Plants are trimmed well. Paint job seems fairly new. ",https://drive.google.com/open?id=1ql5grpsxnvd58ElG-yY7lboeQD_BFnz0,"1077 Eastshore Hwy, Berkeley, CA, 94710",Sauna Store. I have personally never seen a sauna store and found this very interesting ,https://drive.google.com/open?id=1U4kSWyt9-baBokaWo6QxXWToOmpUgdOJ,Car Toyota Dealership/Car service center. It was fairly empty and lacking workers for a Saturday afternoon. ,"1025 Eastshore Hwy, Berkeley, CA, 94710",,,
10/30/2019 16:24:57,4201,1,1,1,1,0,1,1,No,1,No,"Banks or credit unions, Chain retail stores, Eating places/restaurants, N/A",3,Yes,No,No,https://drive.google.com/open?id=1hEtTPOh4ZFEVGYvcDQmG6q2S_mxPLgqH,"850 Carmel Ave, Albany, CA, 94706","This picture is representative of how the majority of houses on Carmel Ave look like. The street (sidewalk) and the house, are divided by a nice, well kept garden. The house does not have any bars or gratings on the windows. It is a well kept conditions. What I find really interesting is the cure of the cutting of the bushes/trees in a very precise form. This means people look after their garden. ",https://drive.google.com/open?id=1ZRhRdXT0Bxuj-UMwQlcop3dw9jYuukZS,"827 Ramona Ave, Albany, CA, 94706","This is an image of one of the only signs I saw throughout the block. It is very welcoming, and nice. It is placed in a very well kept garden. It is representative of how nice, polite and welcoming the people in the block were to me. It is a sign that portrays very strong political ideals in a 'calm' manner. ",https://drive.google.com/open?id=1Y0UivkD3nUCIQp61y5RW1XrVfP9PZcFi,"1373 Solano Ave, Albany, CA, 94706","This is a picture of the restaurants/shops on one side of Solano Ave. These are in the middle of the crossings of Ramona Ave and Carmel Ave. These shops/restaurants/ are little, well kept. The biggest more 'commercial' one is the bank. Not many people were around. Even though it is the Main Street it is still very clean and mostly lined with trees. ",https://drive.google.com/open?id=1H88fxycKM4Sk355Gd3Xs28fK06Ayi9dy,"I do not know if this can be considered as a relevant picture for the representation of the block. However, I found it really interesting as usually in other CVS stores these products are mostly locked, and if a customers wants to buy one they have to ask one of the people that work there to unlock it. Here instead they were open to people to take, which probably means they are not as afraid that someone would steal them. CVS was very cleaned in comparison with others on Shattuck and employees were very friendly and nice. ","1382 Solano Ave, Albany, CA, 94706",https://drive.google.com/open?id=1kvQqkPMeRAhtQV8d8HR35kQsanb_8G3W,"836 Ramona Ave, Albany, CA, 94706","This picture shows how all houses are single residency houses. The street is clean, lined with nice trees. Cars are parked outside the houses. Traffic is very low. All houses have a garden in front that divides them from the street. All houses are different. "
10/30/2019 16:33:49,4213,1,2,1,2,0,3,2,Yes,2,No,N/A,2,No,No,Yes,https://drive.google.com/open?id=10fKR7nYxoXoFfaSqyY3j7qR4Id2LvvLH,"2430 Encinal Avenue, Alameda, CA, 94501",,https://drive.google.com/open?id=11ywazNItiPInoL3HFSXBdlKvh00w3ytQ,"2430 Encinal Avenue, Alameda, CA, 94501",,https://drive.google.com/open?id=1K_RCZjaWTu3SL4G7sXc1-ZyGVxYiMtU6,"2430 Encinal Avenua, Alameda, CA, 94501",,,,,,,
10/30/2019 17:43:38,4202,1,1,1,2,0,3,2,No,2,No,N/A,2,No,No,No,https://drive.google.com/open?id=1g1ojcyi6aRiF2A4c_tCpuLj0uIPqBUkK,"1400 Stannage Ave, Berkeley, CA , 94702","The streets are very clean, the houses look a little old and need some gardening from the strong winds. As seen in the picture a branch from the tree fell.",https://drive.google.com/open?id=1PO6-wAptJybIcRnRF9LQDiwYcUvkvYGN,"1400 Kains Ave, Berkeley, CA, 94702",Throughout the block there was a couple of political and peace signs/posters. One of them including a Bernie sign in a homes front yard. Another home had a poster on their window promoting equality for all. It is easy to assume this neighborhood might be liberal.  ,https://drive.google.com/open?id=19t4_G8tdC0nyairirJJTV2BHNZckLbvF,"1160 Page St, Berkeley, CA, 94702","The neighborhood is very quiet, a lot of trees. Most of the sidewalks are cracked and very uneven, I'm assuming it is because of the roots of trees that grow.",https://drive.google.com/open?id=1xDX12vfDCCgJr2kakv9oXLo3uTLTG_AC,"Like stated before, there are a lot of plants, most of them are dead or overgrown. A lot of homes need to do gardening, I'm assuming the residents are busy people and do not have enough time to garden. ","1437 Stannage Ave, Berkeley, CA, 94702",,,
11/1/2019 15:32:14,4229,1,2,1,2,0,5,2,Yes,2,No,"Bars and alcoholic beverage services, Eating places/restaurants, Schools or daycare centers",2,No,No,No,https://drive.google.com/open?id=1mW2QJd2twebwWMjBRz8xAidnrLN8b3zb,"2025 Addison Street, Berkeley, CA, 94704",Berkeley Repertory Theater,https://drive.google.com/open?id=1Umyt2qDpHj94IW_PJjo3BNXnP95kayEv,"2071 Addison Street, Berkeley, CA 94704",Berkeley Repertory Theater School,https://drive.google.com/open?id=10iDSwCSBClC8cYjqZLq-o1ESlA19FAxI,"2072 Addison Street, Berkeley, CA, 94704",Vacant building. Used to be a 24 Hour Fitness. ,https://drive.google.com/open?id=16cmMlA-fSMoESwCLxokro15i9n59_HGr,Freight and Salvage ,"2020 Addison Street, Berkeley, CA, 94704",https://drive.google.com/open?id=1lNTksUVAXd7mpDzRNJucEnNf0Op1-x6g,"2025 Center Street, Berkeley, CA, 94704",Center Street Parking Garage. Has entrances/exits on Addison street side as well.
10/30/2019 18:17:12,4214,1,2,1,2,0,2,1,No,2,Yes,Parks,3,Yes,No,No,https://drive.google.com/open?id=1DErTFFKXTE8BBxnNEbNx0r4tMgXScz_U,"1100 Sutter St, Berkeley, CA, 94707",,https://drive.google.com/open?id=1-XK6SrEu759NFWh589hLa1yj6c93g920,"1000 Sutter St, Berkeley, CA, 94707",,https://drive.google.com/open?id=1eeeWgA3VFB3Bj0HT8vGRQ0tLeJYX_zuK,"950 Sutter St, Berkeley, CA, 94704",,https://drive.google.com/open?id=1xaplMuQ32Vkan9lhOKNnEQlOKFAr9xZQ,,"900 Sutter St, Berkeley, CA, 94707",,,
10/30/2019 18:24:21,4201,1,1,1,1,0,3,1,No,1,Yes,"Parks, Playgrounds, Schools or daycare centers",3,No,No,Yes,https://drive.google.com/open?id=1QLFn0T3lesQinve6gGw9vg1wE6XpTu3_,"1325 Portland Ave, Albany, CA, 94706","Playground structure at Memorial Park in Albany, CA. Two separate playground structures were present, one for younger children and another for older children. Parents were present with their children, no other individuals were seen nearby.",https://drive.google.com/open?id=16Pvwtsk5sXCMwMNI2Ldxxysu76P6I3D7,"1325 Portland Ave, Albany, CA, 94706","Community garden at Memorial Park in Albany, CA. One of the various recreational resources observed within the block. ",https://drive.google.com/open?id=1xq1dVYvAF7wxGs0q26Pg4QPeTCyGhxcq,"1325 Portland Ave, Albany, CA, 94706","Barbecue pits/ picnic area at Memorial Park. The area was very clean and was empty. The only individuals in the park were families, homeless people were not seen nearby. ",https://drive.google.com/open?id=1bWJ1OLVMV21PoWLGhYNayYN8D0yd87BI,"Albany Aquatic Center, right next to Memorial Park. ","1311 Portland Ave, Albany, CA, 94706",https://drive.google.com/open?id=1pCZSaMJTov2HMuNZcL5EOljoOkNdBzuj,"603 Key Route Blvd, Albany, CA, 94706 ","Albany High School, the campus wasn't fenced in. The area was very quiet, however there were a lot of cars parked on the street. "
10/30/2019 19:27:14,4030,1,2,1,1,0,3,2,Yes,2,No,"Bars and alcoholic beverage services, Bodega deli corner-store convenience store, Eating places/restaurants, Fast food or take-out places, Liquor stores or Marijuana Dispensaries, Payday lenders check cashers or pawn shops, Supermarkets/grocery stores",1,No,No,Yes,https://drive.google.com/open?id=1HX1P2Io06ha95eFPFyLPDunu8EJx8c-I,"388 9th Street Suite #159, Oakland, CA, 94607","The intersection between 9th Street and Franklin Street. There is a homeless man walking diagonally across the street, despite the incoming traffic.",https://drive.google.com/open?id=1UFcHI_RO2lhfVVITNwct4V3XPeTyIreB,"388 9th, Oakland, CA, 94607","This is the entrance to the plaza. The building is not fully enclosed, as you can see the sunlight shining in the back. ",https://drive.google.com/open?id=1hRzTrz9CYwpQl7nlYKmLVParFbJRaWS3,"371 9th St, Oakland, CA, 94607","This is a picture taken of the opposite side of the block, from the plaza. Wahing Chinese Products is a variety store that holds household goods and other knick knacks.",,,,,,
10/30/2019 19:45:25,4239.01,1,1,1,3,0,3,2,Yes,2,No,N/A,3,Yes,No,No,https://drive.google.com/open?id=1oxJpFxvQUVoxZYdKyd7suIEUxB_12qRA,"2000 Woolsey St, Berkeley, CA, 94703",An outstanding truck with graffiti parked on the street.,https://drive.google.com/open?id=1j066Zz7F_JgDxd5Gg43X0JnA3cp1mq2M,"2014 Woolsey St, Berkeley, CA, 94703","A house with Halloween decoration, looks beautiful.",https://drive.google.com/open?id=1g6q8lQqOlUDelbIlIl0ymIylxmzLkrYf,"2024 Woolsey St, Berkeley, CA, 94703","Ground carving, two terms which are “smile” and “open yourself”",,,,,,
