Image #1,Image #1 Address,Other thoughts or comments for Image #1,Image #2,Image #2 Address,Other thoughts or comments for Image #2,Image #3,Image #3 Address,Other thoughts or comments for Image #3,Image #4,Other thoughts or comments for Image #4,Image #4 Address,Image #5,Image #5 Address,Other thoughts or comments for Image #5,Image #1 coordinates,Image #2 coordinates,Image #3 coordinates,Image #4 coordinates,Image #5 coordinates,Census Tract
https://drive.google.com/open?id=1mW2QJd2twebwWMjBRz8xAidnrLN8b3zb,"2025 Addison Street, Berkeley, CA, 94704",Berkeley Repertory Theater,https://drive.google.com/open?id=1Umyt2qDpHj94IW_PJjo3BNXnP95kayEv,"2071 Addison Street, Berkeley, CA 94704",Berkeley Repertory Theater School,https://drive.google.com/open?id=10iDSwCSBClC8cYjqZLq-o1ESlA19FAxI,"2072 Addison Street, Berkeley, CA, 94704",Vacant building. Used to be a 24 Hour Fitness. ,https://drive.google.com/open?id=16cmMlA-fSMoESwCLxokro15i9n59_HGr,Freight and Salvage ,"2020 Addison Street, Berkeley, CA, 94704",https://drive.google.com/open?id=1lNTksUVAXd7mpDzRNJucEnNf0Op1-x6g,"2025 Center Street, Berkeley, CA, 94704",Center Street Parking Garage. Has entrances/exits on Addison street side as well.,"[37.8715459028069, -122.268438100878]","[37.871164, -122.2691109]","[37.8709715, -122.2689098]","[37.8708818, -122.2695335]","[37.8701445790056, -122.269894294884]",4229
https://drive.google.com/open?id=1DErTFFKXTE8BBxnNEbNx0r4tMgXScz_U,"1100 Sutter St, Berkeley, CA, 94707",,https://drive.google.com/open?id=1-XK6SrEu759NFWh589hLa1yj6c93g920,"1000 Sutter St., Berkeley, CA, 94707",,https://drive.google.com/open?id=1eeeWgA3VFB3Bj0HT8vGRQ0tLeJYX_zuK,"950 Sutter St, Berkeley, CA, 94704",,https://drive.google.com/open?id=1xaplMuQ32Vkan9lhOKNnEQlOKFAr9xZQ,,"900 Sutter St, Berkeley, CA, 94707",,,,"[37.8880663, -122.2725301]","[37.8886648, -122.2723899]","[37.8886648, -122.2723899]","[37.8886648, -122.2723899]",NaN,4214
https://drive.google.com/open?id=1QLFn0T3lesQinve6gGw9vg1wE6XpTu3_,"1325 Portland Ave, Albany, CA, 94706","Playground structure at Memorial Park in Albany, CA. Two separate playground structures were present, one for younger children and another for older children. Parents were present with their children, no other individuals were seen nearby.",https://drive.google.com/open?id=16Pvwtsk5sXCMwMNI2Ldxxysu76P6I3D7,"1325 Portland Ave, Albany, CA, 94706","Community garden at Memorial Park in Albany, CA. One of the various recreational resources observed within the block. ",https://drive.google.com/open?id=1xq1dVYvAF7wxGs0q26Pg4QPeTCyGhxcq,"1325 Portland Ave, Albany, CA, 94706","Barbecue pits/ picnic area at Memorial Park. The area was very clean and was empty. The only individuals in the park were families, homeless people were not seen nearby. ",https://drive.google.com/open?id=1bWJ1OLVMV21PoWLGhYNayYN8D0yd87BI,"Albany Aquatic Center, right next to Memorial Park. ","1311 Portland Ave, Albany, CA, 94706",https://drive.google.com/open?id=1pCZSaMJTov2HMuNZcL5EOljoOkNdBzuj,"603 Key Route Blvd, Albany, CA, 94706 ","Albany High School, the campus wasn't fenced in. The area was very quiet, however there were a lot of cars parked on the street. ","[37.89559215, -122.290822536266]","[37.89559215, -122.290822536266]","[37.89559215, -122.290822536266]","[37.8949383583722, -122.292130577447]","[37.8965494259009, -122.29256332415]",4201
https://drive.google.com/open?id=1HX1P2Io06ha95eFPFyLPDunu8EJx8c-I,"388 9th Street Suite #159, Oakland, CA, 94607","The intersection between 9th Street and Franklin Street. There is a homeless man walking diagonally across the street, despite the incoming traffic.",https://drive.google.com/open?id=1UFcHI_RO2lhfVVITNwct4V3XPeTyIreB,"388 9th, Oakland, CA, 94607","This is the entrance to the plaza. The building is not fully enclosed, as you can see the sunlight shining in the back. ",https://drive.google.com/open?id=1hRzTrz9CYwpQl7nlYKmLVParFbJRaWS3,"371 9th St, Oakland, CA, 94607","This is a picture taken of the opposite side of the block, from the plaza. Wahing Chinese Products is a variety store that holds household goods and other knick knacks.",,,,,,,"(37.8004265, -122.270732)","(37.8004265, -122.270732)","[37.8000770246076, -122.271541671819]",NaN,NaN,4030
https://drive.google.com/open?id=1oxJpFxvQUVoxZYdKyd7suIEUxB_12qRA,"2000 Woolsey St Berkeley, CA, 94703",An outstanding truck with graffiti parked on the street.,https://drive.google.com/open?id=1j066Zz7F_JgDxd5Gg43X0JnA3cp1mq2M,"2014 Woolsey St, Berkeley, CA, 94703","A house with Halloween decoration, looks beautiful.",https://drive.google.com/open?id=1g6q8lQqOlUDelbIlIl0ymIylxmzLkrYf,"2024 Woolsey St, Berkeley, CA, 94703","Ground carving, two terms which are “smile” and “open yourself”",,,,,,,"[37.852082, -122.267853]","[37.8521387388844, -122.267404099289]","[37.8522025365829, -122.266936336603]",NaN,NaN,4239.01
https://drive.google.com/open?id=1nGft8JQXJnjP0rdbUgByl4qjP11z8fch,"2218 Prince Street, Berkeley, CA, 94705",The picture shows the block face of Prince St. You can see there are parked cars on the street. There are also trees lining the street.,https://drive.google.com/open?id=1qfRLNIWlH4Kp104-fmXe6AADRMh601SD,"2215 Prince Street, Berkeley, CA, 94705","The picture shows the only building that was not residential on the street (Chochmat HaLev, Center for Jewish Spirituality).",https://drive.google.com/open?id=1vdZgzzZLEIdFLp329spgt7FoVMxjiN_f,"2204 Prince Street, Berkeley, CA, 94705",The picture shows the only house (the white house) that seemed to have bars on the window.,https://drive.google.com/open?id=1w0gQvSqzNBSL2u8u-1nj5KRcYrRPUyCL,The picture shows the apartment building on the street that appeared to 4-6 units.,"2204 Prince Street, Berkeley, CA, 94705",https://drive.google.com/open?id=14LMNL2PzKZZvX9lDS0mQgwKM6r1XUq8d,"3051 Wheeler Street, Berkeley, CA, 94705",The picture shows what the street looks like when standing on the corner of Prince St. and Wheeler St. ,"[37.853399737639, -122.263319984338]","[37.85367925, -122.263533724072]","[37.853334477885, -122.263838758079]","[37.853334477885, -122.263838758079]","[37.8538692442075, -122.264163775352]",4239.01
https://drive.google.com/open?id=1WWUODGHGV7wVQjm1NmsEqEgqufJCv1Oe,"1919 Martin Luther King Jr Way Oakland, CA, 94612","As seen on the black fence posts, there is some graffiti around the block. However, there does not seem to have been any efforts to cover or get rid of the graffiti. ",https://drive.google.com/open?id=1sninhJlbvsnaDvy1GtC5liNYRTJqvV1I,"1905 Martin Luther King Jr Way, Oakland, CA, 94612","Next to the apartment complex, there is an open space for a parking lot. The emptiness of the lot seems out of place in comparison to the block which is tightly packed with houses and buildings. ",https://drive.google.com/open?id=1ZHV_fvdRQ5NEOlPGx2Qfu9KQdJqQK0T0,"670 19th Street, Oakland, CA, 94612",The houses are very similar in shape and very narrow. The color differentiates them from one another. ,https://drive.google.com/open?id=1U8fYyHRiDnPbAuuvzwKCX3I0TysROkni,"A sidewalk sign has been blown over by the wind and collapsed. There is another one in front of it that lies right in the middle of the sidewalk, blocking pedestrians. ","670 19th Street, Oakland, CA, 94612",https://drive.google.com/open?id=19jCjS4PgLNaZIEhEyldkIA99vhTlFjJn,"689 Thomas L Berkley Way, Oakland, CA, 94612",This building looks like it has been abandoned because of the paint on the windows and the wood blockings in the back. It gives off an eerie vibe as there is no sign or indication of what the building is supposed to be. ,"(37.8087183, -122.2715003)","(37.8087183, -122.2715003)","[37.8097388650208, -122.274274379911]","[37.8097388650208, -122.274274379911]","[37.8085879, -122.2668561]",4028
https://drive.google.com/open?id=1hDjuQGwNylIzQUNSKa_M-kKAvSkxeHH8,"841 Aileen St, Oakland, CA, 94608",This is one of the more extensive houses on the street; it has the appearance of being more modern. ,https://drive.google.com/open?id=12-4OapQXkKKYUc9JmH8Qk0sSzJCZCRv_,"836 Aileen St, Oakland, CA, 94608","This is one of the less extensive houses on the street; it does not have the appearance of being as modern. I found this house interesting as it was the only one that was enclosed in this manner.
",https://drive.google.com/open?id=1hFQNIa7gcY2eyZL20TB85S9_AU9yc3Xc,"816 Aileen St, Oakland, CA, 94608","This is one of the smaller houses on the street; it has the appearance of being there for at least a few decades. Additionally, this house is interesting because of the ATM machine in the front yard.",https://drive.google.com/open?id=1ta0A3CMwVp0688LN-4YxWfNigVVjNpQJ,This is one of two Neighborhood Watch signs on the street; it appears that someone purposely spray-painted over the contact information for local authorities. It reads “. . .immediately report any suspicious activities to the. . .” then the bottom text is obscured by the black spray paint.,,https://drive.google.com/open?id=1KXgLVsAXHETb56i3MVXHkSq7X3uoXIlW,,A friendly neighborhood cat trusted me enough to follow me around the street. I find that this provides insight into the safety of the neighborhood; this cat was the only animal I saw on Aileen St.,"[37.8411076152393, -122.271693192776]","[37.8412883498779, -122.271568234798]","[37.8413587393546, -122.270935271339]","(37.8417578, -122.2723135)","(37.8417578, -122.2723135)",4007
https://drive.google.com/open?id=1uT15_g_SOEX2CJPwiTNyNhWHSvcmnjGS,"1784 Shattuck Avenue, Berkeley, CA, 94709","Photo 1: At one point, a man set these bags down on the sidewalk for several minutes while inside of Sam’s Cleaners. Eventually, he seemed to be cleaning the inside of the establishment; and the bags most likely contained cleaning-related supplies (one seemed to be full of shredded paper). However, it was unusual that the person left the items outside while discussing something with the owner rather than simply entering and starting a shift.",https://drive.google.com/open?id=1s-6dc5yMwNoCdFpqGp6F73v9QVDfHTBK,"1788 Shattuck Avenue, Berkeley, CA, 94709","A few establishments provided benches for use. As can be identified in the photo, benches were fairly short, with built-in metal armrests; this was potentially to prevent use by homeless people. However, there was no apparent deterrent for members of the general public who wanted to use the bench.",https://drive.google.com/open?id=1yZYuqD1_R_81xLL5XaG9YA-M40ifB0gM,"1798 Shattuck Avenue, Berkeley, CA, 94709","This establishment (Boba Panda) was closed, with brown paper covering windows from the inside. Due to window reflections, it is difficult to see, but there is a sign above the white art gallery sign which states “Temporary Closed Sorry” (each word on a separate line).",https://drive.google.com/open?id=1azBuLaZr5E3-7GRgjjec3gG-8Al6_MwZ,"The block face contained the art gallery shown above, noted because in the observer’s experience, art galleries are not frequently stumbled across. Additionally, this was a characteristic storefront size for all establishments on the block face, and similar to the gallery, none of the other establishments seemed to be commercial chains.","1790 Shattuck Avenue, Berkeley, CA, 94709",,,,"[37.8751117, -122.2689092]","[37.8750524, -122.2689024]","[37.8748817, -122.2688807]","[37.8749856, -122.2688943]",NaN,4224
https://drive.google.com/open?id=1dWlZTt0HCIrVE0lklPU2aD30DIhbVMTM,"823 San Pablo Ave, Albany, CA, 94706",The cars parked in the area are mid-range/older models suggesting a middle class income,https://drive.google.com/open?id=1f1xoq5Y9FhFeS4NTJk4GwlRGfHxKH8Mk,"811 San Pablo Ave, Albany, CA, 94706","The only dirt on the road was due to the high wind, which means the roads are cleaned daily.",https://drive.google.com/open?id=1r5pRBFg-g23vOJnz5oRKZO-IKJ80QAAU,"835 San Pablo Ave, Albany, CA, 94706",Florists and organic bedding shops suggest the visitors have the capital to spend on extraneous items for personal satisfaction,,,,,,,"[37.8915539241956, -122.299570889933]","[37.8919446428571, -122.299699214286]","[37.8908851, -122.29880533497]",NaN,NaN,4203
https://drive.google.com/open?id=1O-UiMnUwalid7iBsadFl0icC9SjQ0Y5F,"950 Indian Rock Ave, Berkeley, CA, 94704",Indian Rock Park,https://drive.google.com/open?id=1PxJMZoW7IZ3lkE7vQuraDYhV24cMdZM5,"830 Shattuck Ave, Berkeley, CA, 94704","Narrow, windy streets with lots of parked cars",https://drive.google.com/open?id=1V0FUxgXnsrYzFENNmkbvxMZqj-luuIRy,"800 Shattuck Ave, Berkeley, CA, 94704","Large houses with front yards, trees line the block",,,,,,,"[37.8916923904616, -122.272464651364]","[37.8724895, -122.2684359]","[37.8724895, -122.2684359]",NaN,NaN,4212
https://drive.google.com/open?id=1gERqal-K7HQj_OA9tpfsfUHqqGRxXYfe,"1175 Solano Ave Albany, CA, 94706","This place looks like it's brand new or has just been sold, not a lot of movement happening",https://drive.google.com/open?id=1CvFgBNWlS4f-LrR8fPKDQeRSR-4fArle,"1158 Solano Ave, Albany, CA, 94706",A local restaurant,https://drive.google.com/open?id=1qmEuUpAtbk1yfMH5-8ilnQ-1hGy--xch,"1187 Solano Ave, Albany, CA, 94706",Parking on the face of the block,https://drive.google.com/open?id=1Gx6FOmosXWMgDns0oHtLBRNMgvXMe1yF,Cornell Elementary School,"1200 Solano Ave, Albany, CA, 94706 ",,,,"[37.8905115, -122.2970234]","[37.890272, -122.297287]","[37.890469725359, -122.296602435881]","[37.890332, -122.296098]",NaN,4205
https://drive.google.com/open?id=18fesAZN6wkE9nkFE_QvsbIL_rBcfPxLo,"623 Cornell Avenue, Albany, CA, 94706","These two adjacent homes highlight the diversity of the houses on Cornell Avenue.
",https://drive.google.com/open?id=126BytfRQuQX_L5W5tNFB9uQqTBufw4D2,"614 Cornell Avenue, Albany, CA, 94706","This home is a prime example of how unique the houses are. A handful of the homes have fences or walls, but this one is the most sophisticated.",https://drive.google.com/open?id=1cy6DcU4CjwMM_D-nPGCACSA1YMgAT6xz,"630 Cornell Avenue, Albany, CA, 94706",This woman was the only person I saw. She treated me with suspicion and took it upon herself to photograph me.,https://drive.google.com/open?id=17vKyvcIiPXzz9_YKzN4viI2CoK6nfF__,"
There was a child’s toy on the street. It is unclear if it was left out to be picked up as trash or if it was simply forgotten outside.","1011 Martin Luther King Jr Way, Oakland, CA, 94607",,,,"[37.895173871529, -122.297684685644]","[37.8952473002517, -122.297922268039]","[37.8950204165002, -122.297851071437]","(37.8944611, -122.2974624)",NaN,4202
https://drive.google.com/open?id=1ovUGngua4n3oNFaqa3vhB6PnzMJe63gT,"940 Pomona Ave, Albany, CA, 94706","The sidewalk on this block face had cracks and broken pieces, as seen in the picture. It would be easy for someone to trip and fall if they did not watch where they walked.",https://drive.google.com/open?id=1qM7KksD5SnBDsmmG4oBD41PrkbVPUniB,"1032 Pomona Ave, Albany, CA, 94706","This house was recently sold, which shows that people would want to live in this neighborhood; the houses are well-kept, the streets are clean, and the overall neighborhood is quiet. ",https://drive.google.com/open?id=1VNLiR-4FHtniYYHY5L7mUmav6k4NYJPN,"918 Pomona Ave, Albany, CA, 94706","This house, like many others on the street, has Halloween decorations, which indicates that the residents on this block face are spirited and participate in American traditions. These decorations also made the neighborhood feel more homely. ",https://drive.google.com/open?id=1uoursZN2X6lHi46kufBT2RBQfl0pZkVV,"The front yard of this house has not been maintained, as the grass is untrimmed, there are dry patches everywhere, and fallen leaves have not been cleaned up. Most of the front yards are like this, which is odd because the houses themselves seem clean and well-kept. ","932 Pomona Ave, Albany, CA, 94706",,,,"[37.8895228065193, -122.291656369316]","[37.8870126577985, -122.29086868448]","[37.8900411700676, -122.291820625765]","[37.8897113023551, -122.291716098934]",NaN,4206
https://drive.google.com/open?id=1mWQORRnd-YiMwZq-iD7xavvgkJJi0_eW,"1951 Telegraph Ave Oakland, CA, 94612",Side walk is under construction. The building across the street (Beauty Supply) has graffiti. It is the only graffiti visible on the block. Image is taken infront of modern coffee/art store.,https://drive.google.com/open?id=1QBxiW9Y3GWHK3LVagSuRaMOoSQ8Jnwz2,"520 20th St, Oakland, CA, 94612",Modern and up-kept apartments. The building with the arch is a climbing gym.,https://drive.google.com/open?id=1NgXYsB8sLRAIy6paG6PR0h_PHHNr7jGw,"576 20th St, Oakland, CA, 94612","Clean, quiet, metered street. Many hybrid cars. ",https://drive.google.com/open?id=19oKkqiQjTWKGw54VToZTMR83BO9AA2iJ,There is an SEIU (a union) office. Note the ride-share electric scooter parked out front. ,"560 Thomas L Berkley Way, Oakland, CA, 93612",,,,"[37.8092978, -122.2698631]","[37.8098937, -122.2701276]","[37.8100013279443, -122.271594007969]","[37.8099408213802, -122.271212989491]",NaN,4028
https://drive.google.com/open?id=1oIdtq5EGOyfWiKVRGTZnBYCr6DEZQn34,"901 Jefferson St, Oakland,CA, 94607",Condos,https://drive.google.com/open?id=1U0EKAAX3656z9UzPmph0uGC1R83dAihI,"10th Street, Oakland, CA, 94607",,https://drive.google.com/open?id=1_oAufhMJNfvH9MqdVxM743ruBgQJnp2y,"1011 Martin Luther King Jr Way, Oakland, CA, 94607",Neighborhood Vhurch,https://drive.google.com/open?id=19gO94oDWnkPZLiZRAP1PGo8IYKUs68i7,Lafayette Park,"1011 Martin Luther King Jr Way, Oakland, CA, 94607",https://drive.google.com/open?id=1AiH2CAzJHRa6JCec7SyxY1mkR8BIk4jn,"10th Street, Oakland, CA, 94607",,"[37.802441, -122.277004]","[37.8020893, -122.2742515]","(37.8022742, -122.2755009)","(37.8022742, -122.2755009)","[37.8020893, -122.2742515]",4031
https://drive.google.com/open?id=1jfkCOdAuRAhEBkuok6sQgBAncUqCfUVO,"2160 Shattuck Ave, Berkeley CA, 94704",There is graffiti on the orange construction lane dividers.,https://drive.google.com/open?id=1nH65rgojp6ZMYw3rxcOjPxoVK_3yTn3J,"2160 Shattuck Ave, Berkeley CA 94704",There was mostly young people in the area.,https://drive.google.com/open?id=17Q94EY60DTT5A4nfg--cTaIucHmV0LuV,"2160 Shattuck Ave, Berkeley, CA, 94704",There is someone playing an instrument in the corner.,,,"2160 Shattuck Ave, Berkeley, CA, 94704",,,,"[37.8701007, -122.2681385]","[37.8701007, -122.2681385]","[37.8701007, -122.2681385]","[37.8701007, -122.2681385]",NaN,4229
https://drive.google.com/open?id=17mzagVSXFW0o-FJOtm5FDq1iPUtv9nOQ,"850 55th St. Oakland, CA, 94608","Corner of 55th St. and Genoa which shows some parking areas under construction next to the ford bike rack. This is the same corner where the barber shop is at on 55th St. in a majority residential area.

",https://drive.google.com/open?id=11m8il8jM3gkTJKIUrj25fByvXqoVvTuo,"848 55th St., Oakland, CA 94608","This photo captures the only unit in the whole block under sale at the same corner of 55th St. and Genoa St. This picture also portrays the condition of the block which seems good with the sidewalk in good condition and no trash displayed. 

",https://drive.google.com/open?id=1ixxNu2XDi8fj4X8vDeWY8NLkyndKuxFl,"870 55th St, Oakland, CA, 94608","One of the few articles of waste seen on the whole block, a mattress. Streets were overall pretty clean and there was not a lot of trash on the curb or sidewalk so this mattress stood out sorely. 
",https://drive.google.com/open?id=16Kv81w1VDMnuPINkM6uZmtnAhpmDi9dW,"Street view immediately before Market St. facing the block of 55th St. This picture illustrates the street conditions which does not portray trash on the curb and the pavement itself is not in bad condition either. 
","894 55th St, Oakland, CA, 94608",https://drive.google.com/open?id=16GSkew6NwPJSxH3sYHuUuQN3NeM2TFTA,"879 55th St, Oakland, CA, 94608","One of the many residential houses in the block of 55th St. This one in particular stood out to me for the sign concerned with pets eating cocoa. Berkeley activism yeah!
","[37.839641, -122.271917]","[37.839681, -122.271608]","[37.8395413492632, -122.272690324682]","[37.8394217934933, -122.273618317516]","[37.8393267139292, -122.273064702274]",4007
https://drive.google.com/open?id=1Eh5PsEWh0ZngySF5aooxR4GmU1oJGuaI,"2600 Shattuck Avenue, Berkeley, CA, 94704",Intersection of Parker and Shattuck which shows the recently constructed Equinox which has an apartment complex on top of it. There is also an AC Transit Bus stop and a mini parking lot in front of Equinox. ,https://drive.google.com/open?id=1k_KnEGl5kZ7Q-ZrTxZULnwGRh833wTme,"2600 Shattuck Avenue , Berkeley, CA 94704",From the intersection of Carleton and Shattuck there is an abandoned building that seems to be ready to be torn down or redeveloped. There is a fence surrounding it that contains a lot of construction materials. There are also homeless people living next to a part of the fence. There is a lot of trash on this side of the block compared to the Equinox side. ,https://drive.google.com/open?id=11fSc79V154DYopzmiGRxVA0f0Awg6JHq,"2600 Shattuck, Berkeley, CA, 94704",There is a locked porta potty that is located in front of the fence that is surrounding the building. It seems as if some part of the building/block has already been torn down by construction work. ,https://drive.google.com/open?id=1LCTHe9PKhpN2eHvXLnEXrWstgyvqCnU3,Overall view Shattuck from that block. There is two-way traffic but the streets are very wide which allows there to be less traffic.,"2600 Shattuck, Berkeley, CA, 94704",https://drive.google.com/open?id=1sL6uQMzPUO3UgR3alJSZXDmNNaMqglOq,,"On the block with the abandoned building, there is a public bench that no one seems to sit in often. It seems as if this block will go under development soon. ","[37.8724895, -122.2684359]","[37.8724895, -122.2684359]","[37.8724895, -122.2684359]","[37.8724895, -122.2684359]","(37.859365, -122.2680467)",4235
https://drive.google.com/open?id=1HVUf-qgsd2bnLGTUcxSoEAjiYLjuQrfQ,"1322 Cornell avenue, Berkeley, CA, 94702 ","A ""typical"" house on the street ",https://drive.google.com/open?id=1L4V3yRdi32dgXtxgR6jTwrnbNGeB3hhm,"1329 Cornwell Avenue, Berkeley, CA, 94702 ",No people or cars driving on the street ,https://drive.google.com/open?id=1peDGyNtBvZDnm-0ZRp7ivjyZKM9gPcva,"1339 Cornell Avenue, Berkeley, CA, 94702 ",Street in very good condition,https://drive.google.com/open?id=1ewgZFBkY4J6Bcxja8YKn4FlCKPl7w3b2,A representative photo from the block ,"1339 Cornwell street, Berkeley, CA, 94702 ",,,,"[37.8804855346657, -122.293154580949]","(37.8944611, -122.2974624)","[37.88028083258, -122.29288101814]","(37.8944611, -122.2974624)",NaN,4202
https://drive.google.com/open?id=1ePTg3kjwFP_q4ASQ1Bxw5_lEgSm1WldU,"109 Curtis Street, Albany, CA, 94706","I thought it was interesting that somebody had an unused motorcycle in their front lawn parked against a tree. It seemed dusty and as if it were there for a while. It looks like an older model, but Rebel motorcycles are pretty expensive and to see it just dormant there was intriguing. ",https://drive.google.com/open?id=11uFA3fauPOMk_ZlW0gVKenL7MkgkyVDp,"1307 Neilson Street, Albany, CA, 94706",These old and faded newspapers were seen all around the block in the lawns of the homes. I thought it was weird how the exact same paper was left out and all looked faded. There were no other types of newspaper seen left out except this one. ,https://drive.google.com/open?id=10Jpy9WIghnsHpwcazKON9CM0vlteaVRn,"109 Curtis Street, Albany, CA, 94706",This image of a house on Curtis Street shows how bad the maintenance is for some houses. ,https://drive.google.com/open?id=1v9ssB8hHD6Cd1nxwIUU5-Nkp90OXsLUW,"It was interesting how the street itself looked rusty and not as maintained, but I saw that some people were gardening vegetables on their front lawns. Furthermore, surprisingly there were a lot of children walking passed this street and dog walkers. ","109 Curtis Street, Albany, CA, 94706",,,,"[37.8947545, -122.2873037]","[37.880867, -122.2892349]","[37.8947545, -122.2873037]","[37.8947545, -122.2873037]",NaN,4206
https://drive.google.com/open?id=1EDUumCo6TIWzDVp6b5WH3CcEpZ8tdvOj,"1709 Milvia Street, Berkeley, CA, 94709",This is the stop sign that sits at the corner of Milvia and Virginia. ,https://drive.google.com/open?id=1GKUVx9n_Ecfn-91MG8romgDW2bEqQMjy,"1709 Milvia Street, Berkeley, CA, 94709","This is a picture that captures the entirety of Milvia and Virginia street, along with a 
bicyclist. I took this picture in the middle of the street.",https://drive.google.com/open?id=1uVDfkCgidGZIGDkbFzg7kSO9Ohy2dkfq,"1940 Virginia St, Berkeley, CA, 94709","This is Bayhill High School. It is a private high school for students with learning differences.
It sits on the corner of Virginia and Milvia. ",https://drive.google.com/open?id=11K9JwuKIkHuipEjfwTABAebVfe9nMlQA,"This is a sign that informs residents about the distance of certain locations from Milvia 
and Virginia street. This sign is covered in graffiti which is one of the five instances of 
graffiti that I noticed on this street.","1709 Milvia Street, Berkeley, CA, 94709",https://drive.google.com/open?id=1CfIeKB-gZNjRnVWI_59s8Hn3sY5xBZzJ,"1940 Virginia St, Berkeley, CA, 94709 ","This is a photo from the other end of Milvia and Virginia street (Bayhill High School) is 
to my right. This time we were able to capture two bicyclists and a bike attached to a signpost. ","[37.8759538, -122.2710522]","[37.8759538, -122.2710522]","[37.8759484, -122.272005496881]","[37.8759538, -122.2710522]","[37.8759484, -122.272005496881]",4224
